4,0.7483798098882419
8,0.5531877076040721
16,0.849901718308975
32,1.6185957037823204
64,1.8714998090159014
128,2.5407997601287704
256,4.350816549938159
512,5.281885774331556
1024,11.805284748715906
2048,15.939163180039941
4096,25.701481187620402
8192,54.97135236292115
16384,96.80045315989537
32768,174.7858923331496
4,0.8957425114634694
8,0.6285132199232801
16,0.6747851819114237
32,1.0342569424413437
64,1.8853149887104124
128,3.961847575770605
256,3.2985585083188624
512,5.916811132306634
1024,11.754005614916537
2048,16.65431862793332
4096,29.88457461615417
8192,50.266126706918385
16384,98.16178815882722
4,0.9091857745909286
8,1.2510288763765933
16,0.6014822770901773
32,1.8320957814066752
64,1.7034662731218724
128,2.481511514291931
256,5.435284003738374
512,6.300745622136901
1024,12.334029504926264
2048,14.996103695881516
4096,31.72886615043808
4,1.1207483889674956
8,0.2606643509170641
16,3.7013782191295492
32,1.586671841054267
64,2.635481964477492
128,2.8584636162811066
256,6.007362379826532
512,6.07260655513025
1024,8.790475716510798
2048,17.292441161556894
4096,29.889940095636803
8192,54.59181940673261
16384,94.24431915527202
32768,177.7884565479144
4,0.24899789108792336
8,0.9097520535195698
16,1.4939698484901527
32,1.3216857270899212
64,2.0348238717156235
128,3.3454305528270325
256,3.488737791770461
512,7.38064463655985
1024,9.20467679220701
2048,17.737908135674388
4096,28.803379459248617
8192,50.909292734111204
16384,95.4511824302499
32768,175.72089894640158
4,0.9962252549855095
8,0.7707635737467387
16,1.1729042797059948
32,0.6331142809093588
64,1.7585475931089576
128,2.3327378337737983
256,2.5939817259075255
512,7.962062817906059
1024,9.59869475091898
2048,16.387103808118695
4096,28.96527669742045
8192,52.501513978550975
16384,101.77509720023045
32768,166.62123805658848
4,0.9664111952088335
8,1.6301702312517081
16,0.9020469920131982
32,1.441770076416942
64,3.305985249080546
128,3.0238576415891245
256,6.006174106907494
512,6.45010156353618
1024,9.40529458753781
2048,18.401294133732904
4096,29.45936655689684
8192,57.81304971727059
16384,93.30968408909666
32768,167.81000859889173
4,0.8015196893179768
8,0.18338408432189324
16,0.7925082918574979
32,2.147933746617227
64,4.122739282467695
128,3.10608630264057
256,4.199905496351462
512,6.464216766626009
1024,10.022477519059578
2048,16.488796171590593
4096,29.37422849488462
8192,52.89813344037202
16384,93.68202225753157
32768,178.29736108952784
4,0.5695736694663376
8,1.886866981781159
16,0.9059116529809064
32,1.695387436924916
64,1.554114362481691
128,2.722938972174532
256,6.620517726118436
